locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAPPHCFD_02527	CDS	1080	wecF	2.4.1.325	COG0554	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
CAPPHCFD_02528	CDS	1251	wzxE		COG2244	Lipid III flippase
CAPPHCFD_02529	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
CAPPHCFD_02530	CDS	675	wecD	2.3.1.210	COG0456	dTDP-fucosamine acetyltransferase
CAPPHCFD_02531	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
CAPPHCFD_02532	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
CAPPHCFD_02533	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
CAPPHCFD_02534	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
CAPPHCFD_02535	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
CAPPHCFD_02536	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
CAPPHCFD_02537	CDS	219				hypothetical protein
CAPPHCFD_02538	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
CAPPHCFD_02539	CDS	330	trxA		COG3118	Thioredoxin 1
CAPPHCFD_02540	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
CAPPHCFD_02541	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
CAPPHCFD_02542	CDS	2022	rep	5.6.2.4	COG0210	ATP-dependent DNA helicase Rep
CAPPHCFD_02543	CDS	219				hypothetical protein
CAPPHCFD_02544	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
CAPPHCFD_02545	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
CAPPHCFD_02546	CDS	894	gltC_1		COG0583	Transcriptional dual regulator GltC
CAPPHCFD_02547	CDS	1548	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
CAPPHCFD_02548	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
CAPPHCFD_02549	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
CAPPHCFD_02550	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
CAPPHCFD_02551	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
CAPPHCFD_02552	CDS	90				hypothetical protein
CAPPHCFD_02553	CDS	1521	comM		COG0606	Competence protein ComM
CAPPHCFD_02554	CDS	339	maoP		COG3085	Macrodomain Ori protein
CAPPHCFD_02555	CDS	840				hypothetical protein
CAPPHCFD_02556	tRNA	76				tRNA-Trp(cca)
CAPPHCFD_02557	tRNA	77				tRNA-Asp(gtc)
CAPPHCFD_02558	CDS	330	metL_1		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
CAPPHCFD_02559	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
CAPPHCFD_02560	CDS	318	metJ		COG3060	Met repressor
CAPPHCFD_02561	CDS	609				hypothetical protein
CAPPHCFD_02562	CDS	624				hypothetical protein
CAPPHCFD_02563	CDS	213	rpmE		COG0254	Large ribosomal subunit protein bL31
CAPPHCFD_02564	CDS	2199	priA	5.6.2.4	COG1198	Replication restart protein PriA
CAPPHCFD_02565	CDS	1026	cytR_2		COG1609	HTH-type transcriptional repressor CytR
CAPPHCFD_02566	CDS	855	ftsN		COG3087	Cell division protein FtsN
CAPPHCFD_02567	CDS	531	hslV	3.4.25.2		ATP-dependent protease subunit HslV
CAPPHCFD_02568	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
CAPPHCFD_02569	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
CAPPHCFD_02570	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
CAPPHCFD_02571	CDS	240	zapB		COG3074	Cell division protein ZapB
CAPPHCFD_02572	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
CAPPHCFD_02573	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
CAPPHCFD_02574	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
CAPPHCFD_02575	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
CAPPHCFD_02576	CDS	429	uspD		COG0589	Universal stress protein D
CAPPHCFD_02577	CDS	300				hypothetical protein
CAPPHCFD_02578	CDS	441				hypothetical protein
CAPPHCFD_02579	CDS	600				hypothetical protein
CAPPHCFD_02580	CDS	768	tpiA	5.3.1.1		Triosephosphate isomerase
CAPPHCFD_02581	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
CAPPHCFD_02582	CDS	990	sbp		COG1613	Sulfate-binding protein
CAPPHCFD_02583	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
CAPPHCFD_02584	CDS	903	fieF		COG0053	Cation-efflux pump FieF
CAPPHCFD_02585	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
CAPPHCFD_02586	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
CAPPHCFD_02587	CDS	1374	cpxA			envelope stress sensor histidine kinase CpxA
CAPPHCFD_02588	CDS	675	yiiM		COG2258	Protein YiiM
CAPPHCFD_02589	CDS	984	kdgT			2-keto-3-deoxygluconate permease
CAPPHCFD_02590	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
CAPPHCFD_02591	CDS	1035	rhaT			L-rhamnose-proton symporter
CAPPHCFD_02592	CDS	939	rhaR_2		COG1917	HTH-type transcriptional activator RhaR
CAPPHCFD_02593	CDS	837	rhaS		COG4977	HTH-type transcriptional activator RhaS
CAPPHCFD_02594	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
CAPPHCFD_02595	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
CAPPHCFD_02596	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
CAPPHCFD_02597	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
CAPPHCFD_02598	CDS	1395				hypothetical protein
CAPPHCFD_02599	CDS	447	fruA_2		COG1299	PTS system fructose-specific EIIABC component
CAPPHCFD_02600	CDS	1452	fruA_3		COG1299	PTS system fructose-specific EIIB'BC component
CAPPHCFD_02601	CDS	1071	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
CAPPHCFD_02602	CDS	1749				hypothetical protein
CAPPHCFD_02603	CDS	1056				hypothetical protein
CAPPHCFD_02604	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
CAPPHCFD_02605	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
CAPPHCFD_02606	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
CAPPHCFD_02607	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
CAPPHCFD_02608	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
CAPPHCFD_02609	CDS	930	fdhE		COG3058	Protein FdhE
CAPPHCFD_02610	CDS	183				hypothetical protein
CAPPHCFD_02611	CDS	243				hypothetical protein
CAPPHCFD_02612	CDS	219				hypothetical protein
CAPPHCFD_02613	CDS	108				hypothetical protein
CAPPHCFD_02614	CDS	420	fabY_1	2.3.1.-	COG0456	putative acyltransferase FabY
CAPPHCFD_02615	CDS	498	fabY_2	2.3.1.-	COG0456	putative acyltransferase FabY
CAPPHCFD_02616	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
CAPPHCFD_02617	CDS	873				hypothetical protein
CAPPHCFD_02618	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
CAPPHCFD_02619	CDS	786	csqR		COG1349	HTH-type transcriptional repressor CsqR
CAPPHCFD_02620	CDS	897	yihV	2.7.1.184	COG0524	Sulfofructose kinase
CAPPHCFD_02621	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
CAPPHCFD_02622	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
CAPPHCFD_02623	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
CAPPHCFD_02624	CDS	927	yihR		COG2017	putative protein YihR
CAPPHCFD_02625	CDS	1890	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
CAPPHCFD_02626	CDS	1386	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
CAPPHCFD_02627	CDS	1404	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
CAPPHCFD_02628	CDS	759	ompL		COG1452	Porin OmpL
CAPPHCFD_02629	CDS	1266	yihN		COG2271	Inner membrane protein YihN
CAPPHCFD_02630	CDS	981				hypothetical protein
CAPPHCFD_02631	CDS	711	phnR			Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
CAPPHCFD_02632	CDS	1824	bipA	3.6.5.-		Large ribosomal subunit assembly factor BipA
CAPPHCFD_02633	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
CAPPHCFD_02634	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
CAPPHCFD_02635	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
CAPPHCFD_02636	CDS	111	yshB			putative protein YshB
CAPPHCFD_02637	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
CAPPHCFD_02638	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
CAPPHCFD_02639	CDS	633	engB		COG0218	putative GTP-binding protein EngB
CAPPHCFD_02640	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
CAPPHCFD_02641	CDS	186				hypothetical protein
CAPPHCFD_02642	CDS	933	yihG	2.3.1.51	COG0204	1-acylglycerol-3-phosphate O-acyltransferase YihG
CAPPHCFD_02643	CDS	1431	ydgA_2		COG5339	Protein YdgA
CAPPHCFD_02644	CDS	627	dsbA		COG1651	Thiol:disulfide interchange protein DsbA
CAPPHCFD_02645	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
CAPPHCFD_02646	CDS	270	yihD		COG3084	Protein YihD
CAPPHCFD_02647	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
CAPPHCFD_02648	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
CAPPHCFD_02649	CDS	783	srlR_4		COG1349	Glucitol operon repressor
CAPPHCFD_02650	CDS	633	rpe_2	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
CAPPHCFD_02651	CDS	432				hypothetical protein
CAPPHCFD_02652	CDS	807				hypothetical protein
CAPPHCFD_02653	CDS	1314	gatC_2		COG3775	PTS system galactitol-specific EIIC component
CAPPHCFD_02654	CDS	279	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
CAPPHCFD_02655	CDS	1122	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
CAPPHCFD_02656	CDS	747	yjhP		COG2519	putative protein YjhP
CAPPHCFD_02657	CDS	546				hypothetical protein
CAPPHCFD_02658	CDS	258				hypothetical protein
CAPPHCFD_02659	CDS	825				hypothetical protein
CAPPHCFD_02660	CDS	981	nanS	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
CAPPHCFD_02661	CDS	1107	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
CAPPHCFD_02662	CDS	717	nanC		COG1452	N-acetylneuraminic acid outer membrane channel protein NanC
CAPPHCFD_02663	CDS	498	xerC_2		COG4974	Tyrosine recombinase XerC
CAPPHCFD_02664	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_02665	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_02666	CDS	597				ISKra4 family transposase ISCep1
CAPPHCFD_02667	CDS	549	fimA		COG3539	Type-1 fimbrial protein, A chain
CAPPHCFD_02668	CDS	498	fimI		COG3539	Fimbrin-like protein FimI
CAPPHCFD_02669	CDS	726	fimC		COG3121	Chaperone protein FimC
CAPPHCFD_02670	CDS	2637	sfaF			S/F1C fimbrial biogenesis usher protein SfaF/FocD
CAPPHCFD_02671	CDS	531	fimF_1		COG3539	Protein FimF
CAPPHCFD_02672	CDS	504	fimG_1		COG3539	Protein FimG
CAPPHCFD_02673	CDS	903	fimH		COG3539	Type 1 fimbrin D-mannose specific adhesin
CAPPHCFD_02674	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
CAPPHCFD_02675	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
CAPPHCFD_02676	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
CAPPHCFD_02677	CDS	195				hypothetical protein
CAPPHCFD_02678	CDS	726	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
CAPPHCFD_02679	CDS	831				hypothetical protein
CAPPHCFD_02680	CDS	102	ytiC			Protein YtiC
CAPPHCFD_02681	CDS	393	iraD		COG3518	Anti-adapter protein IraD
CAPPHCFD_02682	CDS	912	yjiE		COG0583	HTH-type transcriptional regulator YjiE
CAPPHCFD_02683	CDS	1173	iadA	3.4.19.-	COG1820	Isoaspartyl dipeptidase
CAPPHCFD_02684	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
CAPPHCFD_02685	CDS	684				hypothetical protein
CAPPHCFD_02686	CDS	555	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
CAPPHCFD_02687	CDS	1179				hypothetical protein
CAPPHCFD_02688	CDS	972	yjiK		COG3204	putative protein YjiK
CAPPHCFD_02689	CDS	258				hypothetical protein
CAPPHCFD_02690	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
CAPPHCFD_02691	CDS	1152	fldC	4.2.1.175		(R)-phenyllactyl-CoA dehydratase beta subunit
CAPPHCFD_02692	CDS	1281				hypothetical protein
CAPPHCFD_02693	CDS	1233	mdtM		COG2814	Multidrug resistance protein MdtM
CAPPHCFD_02694	CDS	768				ISNCY family transposase ISSen7
CAPPHCFD_02695	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_02696	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_02697	CDS	3255				hypothetical protein
CAPPHCFD_02698	CDS	1047	mcrC		COG4268	Type IV methyl-directed restriction enzyme EcoKMcrBC
CAPPHCFD_02699	CDS	1398	mcrB	3.1.21.-	COG1401	Type IV methyl-directed restriction enzyme EcoKMcrB subunit
CAPPHCFD_02700	CDS	342	symE	3.1.-.-		Toxic protein SymE
CAPPHCFD_02701	CDS	1425	hsdS			Type I restriction enzyme EcoBI specificity subunit
CAPPHCFD_02702	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI methylase subunit
CAPPHCFD_02703	CDS	3513	hsdR	3.1.21.3	COG4096	Type I restriction enzyme EcoKI endonuclease subunit
CAPPHCFD_02704	CDS	915	mrr		COG1715	Type IV methyl-directed restriction enzyme EcoKMrr
CAPPHCFD_02705	CDS	957	yjiA	3.6.5.-	COG0523	Zinc chaperone YjiA
CAPPHCFD_02706	CDS	204				hypothetical protein
CAPPHCFD_02707	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
CAPPHCFD_02708	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
CAPPHCFD_02709	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
CAPPHCFD_02710	CDS	891				hypothetical protein
CAPPHCFD_02711	CDS	1377	ttuB			Putative tartrate transporter
CAPPHCFD_02712	CDS	789	hpcH	4.1.2.52		4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
CAPPHCFD_02713	CDS	804	hpcG	4.2.1.163	COG3971	2-oxo-hept-4-ene-1,7-dioate hydratase
CAPPHCFD_02714	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
CAPPHCFD_02715	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
CAPPHCFD_02716	CDS	1467	hpcC	1.2.1.60	COG1012	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase
CAPPHCFD_02717	CDS	1290	hpcE			Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
CAPPHCFD_02718	CDS	447	farR			HTH-type transcriptional regulator FarR
CAPPHCFD_02719	CDS	1656	tsr		COG0840	Methyl-accepting chemotaxis protein I
CAPPHCFD_02720	CDS	1362	lgoT		COG2271	putative L-galactonate transporter
CAPPHCFD_02721	CDS	624	lgoR_1		COG1802	putative HTH-type transcriptional regulator LgoR
CAPPHCFD_02722	CDS	294	lgoR_2		COG1802	putative HTH-type transcriptional regulator LgoR
CAPPHCFD_02723	CDS	1023	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
CAPPHCFD_02724	CDS	2292				hypothetical protein
CAPPHCFD_02725	CDS	495				hypothetical protein
CAPPHCFD_02726	CDS	738	dnaC	3.6.4.-	COG1484	Replicative helicase loader DnaC
CAPPHCFD_02727	CDS	540	dnaT			Replication restart protein DnaT
CAPPHCFD_02728	CDS	474	yjjB		COG3610	putative succinate transporter subunit YjjB
CAPPHCFD_02729	CDS	771	yjjP		COG2966	putative succinate transporter subunit YjjP
CAPPHCFD_02730	CDS	726	yjjQ		COG2197	Putative transcription factor YjjQ
CAPPHCFD_02731	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
CAPPHCFD_02732	CDS	789	fhuF		COG4114	Ferric siderophore reductase
CAPPHCFD_02733	CDS	237				hypothetical protein
CAPPHCFD_02734	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
CAPPHCFD_02735	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
CAPPHCFD_02736	CDS	960				hypothetical protein
CAPPHCFD_02737	CDS	1146	yehB		COG3188	Outer membrane usher protein YehB
CAPPHCFD_02738	CDS	657				hypothetical protein
CAPPHCFD_02739	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_02740	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_02741	CDS	351				hypothetical protein
CAPPHCFD_02742	CDS	264	rpsT		COG0268	Small ribosomal subunit protein bS20
CAPPHCFD_02743	CDS	942	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
CAPPHCFD_02744	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
CAPPHCFD_02745	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
CAPPHCFD_02746	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
CAPPHCFD_02747	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
CAPPHCFD_02748	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
CAPPHCFD_02749	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
CAPPHCFD_02750	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl phosphate synthase small chain
CAPPHCFD_02751	CDS	3222	carB	6.3.4.16	COG0458	Carbamoyl phosphate synthase large chain
CAPPHCFD_02752	CDS	396				hypothetical protein
CAPPHCFD_02753	CDS	591	yrdA_1		COG0663	Protein YrdA
CAPPHCFD_02754	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
CAPPHCFD_02755	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
CAPPHCFD_02756	CDS	738	caiB_1	2.8.3.21	COG1804	L-carnitine CoA-transferase
CAPPHCFD_02757	CDS	420	caiB_2	2.8.3.21	COG1804	L-carnitine CoA-transferase
CAPPHCFD_02758	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
CAPPHCFD_02759	CDS	1515	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
CAPPHCFD_02760	CDS	771	fixA_2		COG2086	Protein FixA
CAPPHCFD_02761	CDS	942	fixB_2		COG2025	Protein FixB
CAPPHCFD_02762	CDS	1287				hypothetical protein
CAPPHCFD_02763	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
CAPPHCFD_02764	CDS	1332	ygcS_1		COG0477	Inner membrane metabolite transport protein YgcS
CAPPHCFD_02765	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
CAPPHCFD_02766	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
CAPPHCFD_02767	CDS	591	folA	1.5.1.3	COG0262	Dihydrofolate reductase
CAPPHCFD_02768	CDS	843	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
CAPPHCFD_02769	CDS	378	apaG		COG2967	Protein ApaG
CAPPHCFD_02770	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
CAPPHCFD_02771	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
CAPPHCFD_02772	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
CAPPHCFD_02773	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
CAPPHCFD_02774	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
CAPPHCFD_02775	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
CAPPHCFD_02776	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
CAPPHCFD_02777	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
CAPPHCFD_02778	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
CAPPHCFD_02779	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
CAPPHCFD_02780	CDS	1701	araB_1	2.7.1.16	COG1069	Ribulokinase
CAPPHCFD_02781	CDS	879	araC		COG4977	Arabinose operon regulatory protein
CAPPHCFD_02782	CDS	765	yabI		COG0586	Inner membrane protein YabI
CAPPHCFD_02783	CDS	699	thiQ	7.6.2.15	COG3840	Thiamine import ATP-binding protein ThiQ
CAPPHCFD_02784	CDS	1611	thiP		COG1178	Thiamine transport system permease protein ThiP
CAPPHCFD_02785	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
CAPPHCFD_02786	CDS	1656	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
CAPPHCFD_02787	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
CAPPHCFD_02788	CDS	1179	setA		COG2814	Sugar efflux transporter A
CAPPHCFD_02789	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
CAPPHCFD_02790	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
CAPPHCFD_02791	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
CAPPHCFD_02792	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
CAPPHCFD_02793	CDS	945	leuO		COG0583	HTH-type transcriptional regulator LeuO
CAPPHCFD_02794	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
CAPPHCFD_02795	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
CAPPHCFD_02796	CDS	1005	cra		COG1609	Catabolite repressor/activator
CAPPHCFD_02797	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
CAPPHCFD_02798	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
CAPPHCFD_02799	CDS	366	ftsL		COG3116	Cell division protein FtsL
CAPPHCFD_02800	CDS	1767	ftsI			penicillin-binding protein PBP3 FtsI
CAPPHCFD_02801	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
CAPPHCFD_02802	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
CAPPHCFD_02803	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
CAPPHCFD_02804	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
CAPPHCFD_02805	CDS	1245	ftsW	2.4.99.28	COG0772	putative peptidoglycan glycosyltransferase FtsW
CAPPHCFD_02806	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
CAPPHCFD_02807	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
CAPPHCFD_02808	CDS	303				ISAs1 family transposase ISEc1
CAPPHCFD_02809	CDS	771	yafV	3.5.1.3	COG0388	Omega-amidase YafV
CAPPHCFD_02810	CDS	474	ivy			Inhibitor of vertebrate lysozyme
CAPPHCFD_02811	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
CAPPHCFD_02812	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
CAPPHCFD_02813	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
CAPPHCFD_02814	CDS	741	yafK	2.-.-.-	COG3034	Putative L,D-transpeptidase YafK
CAPPHCFD_02815	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
CAPPHCFD_02816	CDS	261	dinJ		COG3077	Antitoxin DinJ
CAPPHCFD_02817	CDS	774				hypothetical protein
CAPPHCFD_02818	CDS	498	rayT		COG1943	REP-associated tyrosine transposase
CAPPHCFD_02819	CDS	1740	flhA_2			Flagellar biosynthesis protein FlhA
CAPPHCFD_02820	CDS	636	lafU		COG1360	Chemotaxis protein LafU
CAPPHCFD_02821	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
CAPPHCFD_02822	CDS	294	yafN		COG2161	Antitoxin YafN
CAPPHCFD_02823	CDS	399	yafO	3.1.-.-		mRNA interferase toxin YafO
CAPPHCFD_02824	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
CAPPHCFD_02825	CDS	267				hypothetical protein
CAPPHCFD_02826	CDS	501	prfH			Peptide chain release factor 
CAPPHCFD_02827	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
CAPPHCFD_02828	CDS	459	gpt	2.4.2.-	COG2236	Xanthine-guanine phosphoribosyltransferase
CAPPHCFD_02829	CDS	1245	frsA	3.1.1.1	COG1073	Esterase FrsA
CAPPHCFD_02830	CDS	402	crl			Sigma factor-binding protein Crl
CAPPHCFD_02831	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_02832	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_02833	CDS	1038	phoE		COG3203	Outer membrane porin PhoE
